T1118,1-1_ཆོས་ཀྱི་དབྱིངས་སུ་བསྟོད་པ།.txt
T3068,7-13_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།.txt
T3069,7-14_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ།.txt
T2678,7-15_རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།.txt
T1163,7-1_བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།.txt
T1166,7-2_དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ།.txt
T3708,7-3_དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt
T3883,7-4_བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ།.txt
T3884,7-5_དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།.txt
T3885,7-6_དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ།.txt
T4266,7-7_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།.txt
T1316,7-8_ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ།.txt
T1933,8-10_མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ།.txt
T2325,8-11_དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག.txt
T2326,8-12_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།.txt
T2327,8-13_རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།.txt
T2328,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས།.txt
T2329,8-15_འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ།.txt
T3817,8-17_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།.txt
N,8-18_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ།.txt
T3886,8-19_དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ།.txt
T2315,8-1_མན་ངག་སྐུའི་སྒྲོན་མ།.txt
T3887,8-20_དབུ་མ་སྣང་བ་ཞེས་བྱ་བ།.txt
T3888,8-21_དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt
T3889,8-22_ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ།.txt
T2591,8-23_བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ།.txt
T3915,8-24_བསྒོམ་རིམ་དང་པོ།.txt
T3916,8-25_བསྒོམ་རིམ་བར་མ།.txt
T3917,8-26_བསྒོམ་རིམ་ཐ་མ།.txt
T3815,8-27_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ།.txt
T3918,8-28_རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ།.txt
T4000,8-29_འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ།.txt
T2316,8-2_ཐེག་པ་གསུང་གི་སྒྲོན་མ།.txt
T4128,8-30_དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།.txt
T4193,8-31_ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ།.txt
T4195,8-32_དད་སྐྱེད་སྒྲོན་མ།.txt
T4232,8-33_རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ།.txt
T4267,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(A).txt
T4267,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(B).txt
T4393,8-35_སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ།.txt
T2317,8-3_ཡང་དག་ལྟ་བའི་སྒྲོན་མ།.txt
T2318,8-4_རིན་པོ་ཆེ་སྒྲོན་མ།.txt
T2319,8-5_མཉམ་ཉིད་གཞིའི་སྒྲོན་མ།.txt
T2320,8-6_མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ།.txt
T2321,8-7_བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ།.txt
T2322,8-8_རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ།.txt
T2323,8-9_གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ།.txt
T4037,9-10_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས།.txt
T4038,9-11_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།.txt
T4038,9-12_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།.txt
T4039,9-13_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ།.txt
T4048,9-15_ཐེག་པ་ཆེན་པོ་བསྡུས་པ།.txt
T4049,9-16_ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།.txt
T4358,9-17_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།_(A).txt
T4358,9-17_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།_(B).txt
T1115,9-1_ཆོས་ཀྱི་སྐུ་ལ་གནས་པའི་ཡོན་ཏན་ཐུན་མོང་མ་ཡིན་པ་ལ་བསྟོད་པ།.txt
T4035,9-20_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་དངོས་གཞི་ས་མང་པོ།.txt
T4036,9-21_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་ཉན་ཐོས་ཀྱི་ས།.txt
T4040,9-23_རྣམ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ།.txt
T4041,9-24_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་གྲངས་བསྡུ་བ།.txt
T4042,9-25_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་པར་བཤད་པ་བསྡུ་བ།.txt
T1824,92_རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་གཏོར་མའི་ཆོ་ག.txt
T2326,9-2_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།.txt
T3648,9-3_འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།.txt
T3981,9-4_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་རྣམ་པར་བཤད་པ།.txt
T3984,9-5_དགེ་འདུན་རྗེས་སུ་དྲན་པའི་བཤད་པ།.txt
T3982,9-6_སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།.txt
T3983,9-7_ཆོས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།.txt
T4025,9-9_ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་རྣམ་པར་བཤད་པ།.txt
T2946,ལྷ་མོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།
T2947,དཔའ་བོ་གཅིག་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་བདུད་རྩི་བུམ་པའི་ཆོ་ག
T2948,ཡབ་ཡུམ་གཉིས་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་བདེ་སྦྱིན་དམ་པ་ཞེས་བྱ་བ།
T2949,བདུད་རྩི་ཐབ་སྦྱོར་ཞེས་བྱ་བ་ཁྲོ་བོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཟབ་མོ།
T2950,སྒོ་མ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་རིན་པོ་ཆེ་དྲི་མ་མེད་པ་ཞེས་བྱ་བ།
T2951,རྒྱལ་པོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།
T2952,ཕྱོགས་སྐྱོང་བ་བཅུའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག
T2953,གཟའ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཉི་མ་བཅུད་ལེན།
T2954,རྒྱུ་སྐར་ཉི་ཤུ་རྩ་བརྒྱད་ཀྱི་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་གོ་ཆ་ཞེས་བྱ་བ།
T2955,ལྷ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་ལེགས་པའི་ལམ་སྟོན་པར་བྱེད་པ་ཞེས་བྱ་བ།
T2956,ཀླུ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་དུག་ལས་རྒྱལ་བ་ཞེས་བྱ་བ།
T2957,འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ཁྲུས་ཀྱི་ཆོ་ག
T2958,འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག
T2969,བསྒྲུབ་བྱ་གཟའི་བྱད་དུ་གཞུག་པའི་འཁོར་ལོ་ཅན།
T2970,ཐེ་ཚོམ་མེད་པར་འགྲུབ་པ་ལས་བསྒྲུབ་བྱ་ཐོག་གིས་བསད་པའི་ཆོ་ག་དྲག་ཤུལ་ཞེས་བྱ་བ།
T2971,བསྒྲུབ་བྱ་སྐྲག་པའི་ལས་ཆུ་ཐིགས་ཞེས་བྱ་བ།
T2972,འགལ་བ་སྐྲག་པར་བྱེད་པའི་ལས་སྣ་ཚོགས་པའི་ཆོ་ག་མགལ་བ་མེའི་འཁོར་ལོ་ཞེས་བྱ་བ།
T2997,ཀླུའི་ལས་ཆར་དབབ་པ་བདུད་རྩིའི་རྒྱུན་ཞེས་བྱ་བ།
T2998,ཀླུ་རྣམས་མཉེས་པར་བྱེད་པའི་ཆུ་ལ་བརྟེན་པའི་གཏོར་མ་བདུད་རྩིའི་རྒྱ་མཚོ་ཞེས་བྱ་བ།
T2999,སེམས་ཅན་བསྲུང་བའི་ལས་སྤྲིན་དྲལ་བའི་འབྱུང་བ་གཅོད་བྱེད་ཅེས་བྱ་བ།
T3017,ཤི་བའི་སེམས་ཅན་སྡིག་པ་ལས་ཐར་བར་བྱེད་པའི་རོ་སྲེག་པའི་ཆོ་ག་དུག་སྦྱངས་གསལ་བའི་མེ་ལོང་ཞེས་བྱ་བ།
T3018,མཆོད་རྟེན་གདབ་པ་ཤི་བའི་སྡིག་པ་བྱང་བར་བྱེད་པ་རང་བྱུང་འཇིགས་བྲལ་ཞེས་བྱ་བ།
T3033,གཟའ་ངན་པ་བཟློག་པའི་ཆོ་ག་རྒྱ་མཚོ་སྤྲིན་ཞེས་བྱ་བ།
T3034,གཟའི་གདོན་ལས་གྲོལ་བར་བྱེད་པའི་ཆོ་ག་རིན་པོ་ཆེ་གྲོལ་བྱེད་ཅེས་བྱ་བ།
T3035,གཟའ་བརྒྱད་ཀྱི་ལས་མ་གྲུབ་པ་རྣམས་གྲུབ་པར་བྱེད་པའི་ཆོ་ག་འདོད་པ་རབ་ཏུ་ཞི་བ་ཞེས་བྱ་བ།
T3036,རྒྱུ་སྐར་ངན་པ་ཟློག་པར་བྱེད་པའི་ཆོ་ག
T3037,རྒྱུ་སྐར་རྣམས་ཀྱི་ལས་སྣ་ཚོགས་པ་སྒྲུབ་པར་བྱེད་པ་དུས་འཛིན་བཟང་པོ་ཞེས་བྱ་བ།
T3039,ཀླུ་ཆེན་པོ་བརྒྱད་མཆོད་པས་མི་བཟད་པའི་ནད་ཡམས་དྲག་པོ་ལས་ཐར་བར་བྱེད་པ།
T3040,ཀླུ་སྒྲུབ་རིན་པོ་ཆེ་དབྱིག་སྒྲུབ་ཅེས་བྱ་བ།
T3041,ཀླུའི་གདོན་ལས་གྲོལ་བར་བྱེད་པ་སྦྲུལ་འཛིན་བསང་བ་ཞེས་བྱ་བ།
T3042,ཀླུའི་གདོན་ལས་ཐར་བར་བྱེད་པའི་ལས་ཀླུའི་སྲོག་མེ་དབལ་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ་ཀླུའི་རྣམ་པར་འཇོམས་པའི་སྙིང་གཟེར་དུ་བཀོད་པ།
T3046,སྒྲ་ལ་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ།
T3047,སྒྲ་ལ་མི་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ་རྣལ་འབྱོར་པའི་འཁོར་རྐྱེན་དྲུངས་ནས་འདོན་པ།
T3048,སྒྲ་མཐར་གྱིས་རྣལ་འབྱོར་པའི་ལུས་སེམས་ཀྱི་འབྲེལ་བ་གཅད་པ།
