Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q3754	ལས་ཀྱི་ཐབས་ཞེས་བྱ་བ
Q3755	འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་ཁྲུས་ཀྱི་ཆོ་ག
Q3756	ཁྲུས་ཀྱི་ཆོ་གའི་རིམ་པ
Q3757	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་མན་ངག
Q3758	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་འགྲེལ་པ
Q3759	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་༼ཞེས་བྱ་བའི༽་གཟུངས་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རིན་ཆེན་སྣང་བ་ཞེས་བྱ་བ
Q3760	རྡོ་རྗེ་ཁྲོ་བོས་བསད་པའི་ལས་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས
Q3761	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གཏུམ་པོ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q3762	སྦྱིན་སྲེག་གི་ཆོ་ག
Q3763	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་༼ཞེས་བྱ་བའི་གཟུངས་ཀྱི༽་གཏུམ་པོ་༼ཁྲོས་པ་ཆེན་པོའི་༽སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3764	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་༼གཟུངས་༽དཀྱིལ་འཁོར་གྱི་ལག་ལེན་གོ་རིམས་ཇི་ལྟ་བ་ཞེས་བྱ་བ
Q3765	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3766	འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ཁྲུས་ཀྱི་ཆོ་ག
Q3767	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q3768	དབང་བསྐུར
Q3769	དམ་ཚིག་བསྲུང་བ
Q3770	ཁྲོ་བོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ
Q3771	ལྷ་མོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ
Q3772	དཔའ་བོ་གཅིག་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་བདུད་རྩི་བུམ་པའི་ཆོ་ག
Q3773	ཡབ་ཡུམ་གཉིས་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་བདེ་སྦྱིན་དམ་པ་ཞེས་བྱ་བ
Q3774	བདུད་རྩི་ཐབ་སྦྱོར་ཞེས་བྱ་བ་ཁྲོ་བ་ཁྲོ་བོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཟབ་མོ
Q3775	སྒོ་མ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རིན་པོ་ཆེ་དྲི་མ་མེད་པ་ཞེས་བྱ་བ
Q3776	རྒྱལ་པོ་ཆེན་པོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ
Q3777	ཕྱོགས་སྐྱོང་བ་བཅུའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག
Q3778	གཟའ་ཆེན་པོ་བརྒྱད་ཀྱི་སཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཉི་མ་བཅུད་ལེན་ཞེས་བྱ་བ
Q3779	རྒྱུ་སྐར་ཉི་ཤུ་རྩ་བརྒྱད་ཀྱི་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་གོ་ཆ་མ་ཞེས་བྱ་བ
Q3780	ལྷ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་ལེགས་པའི་ལམ་སྟོན་པར་བྱེད་པ་ཞེས་བྱ་བ
Q3781	ཀླུ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་དུག་ལས་རྒྱལ་བ་ཞེས་བྱ་བ
Q3782	སྔ་མ་དང་ད་ལྟར་དང་ཕྱི་མའི་སྡིག་པ་མ་ལུས་པ་ལས་ཐར་པར་བྱེད་པ་འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཁྲུས་ཀྱི་ཆོ་ག
Q3783	འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག
Q3784	དཔལ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་ལ་སྦྱར་བ་འགྲུབ་པར་ངེས་པའི་ཆོ་ག
Q3785	མན་ངག་གི་སྒྲུབ་པའི་རྣལ་འབྱོར་པའི་ཚེ་དང་སྟོབས་སྒྲུབ་པ་ཞེས་བྱ་བ
Q3786	རྒྱུད་ཀྱི་བདེན་པའི་དོན་ངེས་པར་སྒྲུབ་པ་རྣལ་འབྱོར་པའི་པྲ་སེ་ན་ལེགས་པར་བརྟག་པ
Q3787	འདོད་པའི་དོན་དུས་ལ་ངེས་པར་སྒྲུབ་པ
Q3788	རྒྱུད་ཀྱི་བསྟན་པ་ཞེས་བྱ་བའི་ཚིག་ལེགས་པར་སྒྲུབ་པ་ཞེས་བྱ་བ
Q3789	རྒྱུད་ཐམས་ཅད་ཐོགས་པ་མེད་པའི་ཚིགས་ལེགས་པར་སྒྲུབ་པ
Q3790	མནའ་ལས་རྣམ་པར་རྒྱལ་བའི་སྒྲུབ་ཐབས
Q3791	ཚོང་ལས་རྣམ་པར་རྒྱལ་བའི་སྒྲུབ་ཐབས
Q3792	ཕ་རོལ་གྱི་སྡེ་རབ་ཏུ་འཇོམས་པར་བྱེད་པའི་བྱེད་པའི་སྒྲུབ་ཐབས
Q3793	རང་རྟགས་རྡོ་རྗེའི་སྒྲུབ་པའི་ཐབས་བདུན་པ་ལས་ཀྱི་བྱེ་བྲག་བཅུ
Q3794	སྒྲུབ་བྱ་གཟའི་བྱད་དུ་གཞུག་པའི་འཁོར་ལོ་ཅན
Q3795	ཐེ་ཚོམ་མེད་པར་འགྲུབ་པ་ལས་སྒྲུབ་བྱ་ཐོག་གིས་བསད་པའི་ཆོ་ག་དྲག་ཤུལ་ཞེས་བྱ་བ
Q3796	བསྒྲུབ་བྱ་སྐྲག་པའི་ལས་ཆུ་ཐིགས་ཞེས་བྱ་བ
Q3797	འགལ་བ་སྐྲག་པར་བྱེད་པའི་ལས་སྣ་ཚོགས་པའི་ཆོ་ག་མགལ་པ་མེའི་འཁོར་ལོ་ཞེས་བྱ་བ
Q3798	གཞན་གྱི་རིག་སྔགས་བཅད་པ་རྒྱུན་གཅོད་སྤུ་གྲི་ཞེས་བྱ་བ
Q3799	གཞན་གྱི་རིག་སྔགས་མནན་པ་གསེར་གི་རི་བོ་ཞེས་བྱ་བ
Q3800	ལས་ཐམས་ཅད་འཇོམས་པའི་ཡེ་ཤེས་འདུས་པའི་ཐོ་བ་ཞེས་བྱ་བ
Q3801	གཞན་གྱི་རིག་སྔགས་བཤིག་པའི་ཕྱིར་བཟློག་པ
Q3802	གཞན་གྱི་ལས་འཇིགས་པར་བྱེད་པ་རྡོ་རྗེ་རྣོན་པོ་ཞེས་བྱ་བ
Q3803	མུ་སྟེགས་ཅན་གྱི་རིག་སྔགས་འཇིག་པའི་བསྒྲུབ་པ་ཉེ་བའི་ལས་ཕྱི་མ་ཞེས་བྱ་བ
Q3804	གདོན་ཐམས་ཅད་བརླག་པར་བྱེད་པ་རྡོ་རྗེ་ཐོ་བ་ཞེས་བྱ་བ
Q3805	ལྷའི་གདོན་ལས་ཐར་པར་བྱེད་པའི་མན་ངག
Q3806	འབྱུང་པོའི་གདོན་ལས་ཐར་བར་འགྱུར་བ
Q3807	དྲི་ཟའི་གདོན་ལས་ཐར་པར་ངེས་པ
Q3808	ཚངས་པའི་གདོན་ཐམས་ཅད་ལས་ཐར་པར་ངེས་པ
Q3809	སྲན་པོའི་གདོན་ལས་ཐར་ངེས་པ
Q3810	ཤ་ཟའི་གདོན་ལས་ངེས་པར་ཐར་པ
Q3811	ཀླུའི་གདོན་ལས་ཐར་པར་ངེས་པ
Q3812	ལོག་འདྲེན་གྱི་གདོན་ལས་ངེས་པར་ཐར་པ
Q3813	བརྗེད་བྱེད་ཀྱི་གདོན་ལས་ཐར་པར་བྱེད་པ
Q3814	སྨྱོ་བྱེད་ཀྱི་གདོན་ལས་ཐར་པར་ངེས་པ
Q3815	ལྷ་མ་ཡིན་གྱི་གདོན་ལས་ཐར་པར་ངེས་པ
Q3816	གཞོན་ནུའི་གདོན་བཞི་ལས་ཐར་པར་བྱེད་པའི་མན་ངག
Q3817	གནོད་སྦྱིན་གྱི་གདོན་ལས་ཐར་པར་བྱེད་པའི་མན་ངག
Q3818	འབྱུང་པོ་འགུགས་པའི་སྒྲུབ་པ་རྡོ་རྗེ་ལྕགས་ཀྱུ་ཞེས་བྱ་བ
Q3819	རིག་སྔགས་ཀྱི་ལས་ཐམས་ཅད་བྱེད་དུ་འཇུག་པའི་ལས་ཀྱི་བྱེ་བྲག་བཞི་བཅུ་རྩ་གཉིས་བཀོད་པ་ཡིད་བཞིན་ནོར་བུ་འོད་འབར་བ་ཞེས་བྱ་བ
Q3820	གཟུངས་སྔགས་ཀྱི་ལས་མ་གྲུབ་པ་རྣམས་འགྲུབ་པར་བྱེད་པ་རྡོ་རྗེ་བེ་ཅོན་ཞེས་བྱ་བ
Q3821	གཟུངས་སྔགས་ཀྱི་ལས་གྲུབ་པ་རྣམས་ཆུད་མི་ཟ་བར་བྱེད་པ་རིན་པོ་ཆེའི་གཏེར་སྒྲུབ་ཞེས་བྱ་བ
Q3822	ཀླུའི་ལས་ཆར་དབད་པ་བདུད་རྩིའི་རྒྱུན་ཞེས་བྱ་བ
Q3823	ཀླུ་རྣམས་མཉེས་པར་བྱེད་པའི་ཆུ་ལ་བརྟེན་པའི་གཏོར་མ་བདུད་རྩི་རྒྱ་མཚོ་ཞེས་བྱ་བ
Q3824	སེམས་ཅན་བསྲུང་བའི་ལས་སྤྲིན་བྲལ་བའི་འབྱུང་བ་གཅོད་བྱེད་ཅེས་བྱ་བ
Q3825	བྱིས་པ་གདོན་ལས་ཐར་པར་བྱེད་པའི་སྒྲུབ་པ་གསང་བ་མེའི་འཁོར་ལོ་ཞེས་བྱ་བ
Q3826	ཞི་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག་རྒྱུད་ཞི་བའི་མཚན་དོན
Q3827	རྒྱུད་ཀྱི་རྒྱས་པ་ཞེས་བྱ་བའི་ཚིག་ལེགས་པར་སྒྲུབ་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་ཀྱི་རྒྱས་པར་བྱེད་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q3828	འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་མྱུར་བར་བྱེས་པའི་ལས་ཆོ་ག
Q3829	སེམས་ཅན་ཐམས་ཅད་རེངས་པར་བྱེད་པའི་ལས་ཇག་ཆིངས་འཕྲུལ་ཡིག་ཅེས་བྱ་བ
Q3830	བསྒྲུབ་བྱ་རེངས་པའི་ལས་སྣ་ཚོགས་པ་བསྟན་པ་རླུང་གི་ཞགས་པ་ཞེས་བྱ་བ
Q3831	བསྒྲུབ་བྱ་ཀླུ་རྣམས་ཀྱི་བྱད་དུ་གཞུག་པའི་ཆོ་ག་སྲོག་གཅོད་ཀྱི་སྤུ་གྲི་ཞེས་བྱ་བ
Q3832	ཚ་བའི་རིམས་ཀྱིས་དགྲ་བསད་པའི་རལ་གྲིའི་འཁོར་ལོ་ཞེས་བྱ་བ
Q3833	སེམས་ཅན་ཐམས་ཅད་རྨུགས་པར་བྱེད་པའི་ལས་ཀྱི་མཐའ་གཟི་མདངས་ཆེན་མོ་ཞེས་བྱ་བ
Q3834	དཔལ་བཀྲ་ཤིས་བསྐྱེད་པ་ཉི་མའི་འོད་ཅེས་བྱ་བ་དཔལ་ཀུན་གྱིས་ནི་བརྒྱན་པའི་མཐའ
Q3835	མིག་གི་དབང་པོ་ཉམས་པ་གསོ་བའི་ཆོ་ག་གསལ་བའི་སྣང་བ་ཞེས་བྱ་བ
Q3836	རྣ་བའི་དབང་པོ་ཉམས་པ་དང་དེའི་ནད་གསོ་བའི་ཆོ་ག་སྒྲ་ལས་རྣམ་པར་རྒྱལ་བ་ཞེས་བྱ་བ
Q3837	སྣའི་དབང་པོ་ཉམས་པ་དང་ན་བ་གསོ་བ་དྲི་མ་དང་བྲལ་བའི་སྦྱོང་བྱེད་ཅེས་བྱ་བ
Q3838	ལྕེའི་དབང་པོ་ཉམས་པ་གསོ་བའི་ཆོ་ག་པདམ་རྒྱས་པ་ཞེ་བྱ་བ
Q3839	ལུས་ཀྱི་དབང་པོ་ཉམས་པ་དང་ལུས་ན་བ་གསོ་བའི་ཆོ་ག་རྡོ་རྗེ་རྒྱལ་མཚན་ཞེས་བྱ་བ
Q3840	ཚེ་ཟད་པ་བསྲིང་བའི་ཆོ་ག་རྒྱུན་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ
Q3841	མཆོད་རྟེན་ལ་གདབ་པ་ཤི་བའི་སྡིག་པ་བྱང་བར་བྱེད་པ་རང་འབྱུང་འཇིགས་བྲལ་ཞེས་བྱ་བ
Q3842	མཆོད་རྟེན་ལ་གདབ་པ་ཤི་བའི་སྡིག་པ་བདཡང་བར་བྱེད་པ་རང་འབྱུང་འཇིགས་བྲལ་ཞེས་བྱ་བ
Q3843	སེམས་ཅན་ཚེ་ཟད་པ་བྲིང་བའི་ཆོ་ག་བསྒྲུབ་པ་པདམ་དབྱིག་སྒྲུབ་ཅེས་བྱ་བ
Q3844	དལ་འབྱོར་ཆེན་པོའི་སྒྲུབ་པ་བཅུད་ཀྱི་ལེན་པ་ཞེས་བྱ་བ
Q3845	ལན་ཆགས་དང་བྲལ་བར་བྱེད་པ་གཏོར་མའི་ལས་དཔག་བསམ་གྱི་སྡོང་པོ་ཞེས་བྱ་བ
Q3846	ལོངས་སྤྱོད་དང་ལྡན་པར་ངེས་པའི་དཔལ་ཚོགས་ཀྱི་གཏོར་མ་རིན་པོ་ཆེ་ལེགས་ཕྲེང་ཞེས་བྱ་བ
Q3847	ཕུན་སུམ་ཚོགས་པའི་ལས་ཉེ་བར་སྒྲུབ་པར་བྱེད་པ་ལས་ཚོགས་སྟོང་རྒྱས་ཞེས་བྱ་བ
Q3848	འཇིག་རྟེན་གྱི་ལྷ་མཉེས་པར་བྱེད་པ་དོན་གྲུབ་པ་ཞེས་བྱ་བ
Q3849	སྐྱེ་བོ་སྡང་བའི་ལས་མྱུར་བྱེད་ཆེན་མོ་ཞེས་བྱ་བ
Q3850	གཞན་གྱི་ལྕེ་འབབ་པ་ཟློག་པ་ཞེས་བྱ་བ
Q3851	སྡང་བ་གསུམ་གྱི་ལས་ཐོར་བུ་པ
Q3852	བྲན་དང་གཟའ་མི་གདོན་གྱིས་གཙེས་པ་བསྲུང་བའི་ཆོ་ག་ཆེན་མོ་ཞེས་བྱ་བ
Q3853	མི་མཐུན་པ་ཞི་བར་བྱེད་པའི་རྩི་སྦྱོར་དབྱིག་གི་ནོར་བུ་ཞེས་བྱ་བ
Q3854	ནོར་འགྲིབ་པ་དགང་བའི་ཆོ་ག་དཔག་བསམ་ཤིང་རྒྱས་པ་ཞེས་བྱ་བ
Q3855	ཐོགས་བདག་གི་བསྒྲུབ་པ་དབུལ་བའི་གཏེར་སྦྱིན་ཞེས་བྱ་བ
Q3856	འཇིགས་པ་བརྒྱད་ལས་ཐར་པའི་སྒྲུབ་པ་སྦས་པའི་གའུ་ཞེས་བྱ་བ
Q3857	གཟའ་ངན་པ་བཟློག་པའི་ཆོ་ག་རྒྱ་མཚོ་སྤྲིན་ཞེས་བྱ་བ
Q3858	གཟའི་གདོན་ལས་གྲོར་བར་བྱེད་པའི་ཆོ་ག་རིན་པོ་ཆེ་གྲོལ་བྱེད་ཅེས་བྱ་བ
Q3859	གཟའ་བརྒྱད་ཀྱི་ལས་མ་གྲུབ་པ་རྣམས་གྲུབ་པར་བྱེད་པའི་ཆོ་ག་འདོད་པ་རབ་ཏུ་ཞི་བ་ཞེས་བྱ་བ
Q3860	རྒྱུ་སྐར་ངན་པ་བཟློག་པར་པའི་ཆོ་ག
Q3861	རྒྱུད་སྐར་རྣམས་ཀྱི་ལས་སྣ་ཚོགས་པ་སྒྲུབ་པར་བྱེད་པ་དུས་འཛིན་བཟང་པོ་ཞེས་བྱ་བ
Q3862	བཟློག་པའི་འཁོར་ལོ་ཞེས་བྱ་བ
Q3863	ཀླུ་ཆེན་པོ་བརྒྱད་མཆོད་པས་མི་བཟག་པའི་ནད་ཡམས་དྲག་པོ་ལས་ཐེ་བར་བྱེད་པ
Q3864	ཀླུ་སྒྲུབ་རིན་པོ་ཆེ་དབྱིག་སྒྲུབ་ཅེས་བྱ་བ
Q3865	ཀླུའི་གདོན་ལས་གྲོལ་བར་བྱེད་པ་སྦྲུལ་འཛིན་གསང་བ་ཞེས་བྱ་བ
Q3866	ཀླུའི་གདོན་ལས་ཐར་བར་བྱེད་པའི་ལས་ཀླུའི་སྲོག་མེ་དཔལ་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ་ཀླུའི་རྣམ་པར་འཇོམས་པའི་སྙིང་གཟེན་དུ་བཀོད་པ
Q3867	མི་བཟད་པའི་ནད་ཤི་བར་བྱེད་པ་གསེར་གྱི་རྒྱ་མཚོ་ཞེས་བྱ་བ
Q3868	ཚེ་འཕེལ་བའི་སྒྲུབ་ཐབས་རྒྱལ་མཚན་གྱི་རྩེ་མོ་ཞེས་བྱ་བ
Q3869	བསོད་ནམས་འཕེལ་བར་བྱེད་པའི་དཔལ་ཡེ་ཤེས་ཀྱི་ཕྲེང་བ་ཞེས་བྱ་བ
Q3870	སྒྲ་ལ་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ
Q3871	སྒྲ་ལ་མི་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ་རྣལ་འབྱོར་པའི་འཁོར་རྐྱེན་དྲུངས་ནས་འདོན་པ
Q3872	སྒྲ་མཐར་གྱི་རྣལ་འབྱོར་པའི་ལུས་སེམས་ཀྱི་འབྲེལ་པ་གཅད་པ
Q3873	ཐེམ་ཡིག་གསང་བ་ཞེས་བྱ་བ
Q3874	ཁྲོ་བོའི་རྒྱལ་པོ་རྡོ་རྗེ་གནམ་ལྕགས་འབར་བ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས་ཀླུ་འདུལ་བའི་ངན་ཐབས
Q3875	ཁྲོ་བོའི་རྒྱལ་པོ་རྡོ་རྗེ་གནམ་ལྕགས་འབར་བ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
Q3876	གཤིན་རྗེ་གསེད་པོ་སྒྲུབ་པའི་ཐབས
Q3877	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
Q3878	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3879	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3880	རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3881	འཕགས་པ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3882	དཔལ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
Q3883	འཕགས་པ་མི་གཡོ་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3884	ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ
Q3885	ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ
Q3886	ཁྲོ་ཆེན་གཏུམ་པའི་སྒྲུབ་ཐབས
Q3887	ཁྲོ་བོ་གཏུམ་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3888	གཏུམ་པོ་༼ཁྲོ་བོ་༽དཀར་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས
Q3889	འཕགས་པ་མི་གཡོ་བའི་སྒྲུབ་ཐབས
Q3890	ལེགས་པར་གྲུབ་པར་བྱེད་པའི་སྒྲུབ་པའི་ཐབས་བསྡུས་པ
Q3891	དགེ་བའི་འདོད་འཇོ
Q3892	འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་བའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་།་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ
Q3893	མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་བྱ་བ
Q3894	མཆོད་རྟེན་གདབ་པའི་ཆོ་ག
Q3895	མཆོད་རྟེན་དང་ཚ་ཚ་གདབ་པ
Q3896	སངས་རྒྱས་ཀྱི་སྐུ་བཤད་པ
Q3897	མཆོད་རྟེན་གྱི་དབྱེ་བ་འདུལ་བ་བྱུང་བའི་མདོ
Q3898	དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དམ་ཚིག་བསྲུང་བའི་སྒྲུབ་ཐབས
Q3899	མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག
Q3900	གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག
Q3901	གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག
Q3902	མཆོད་རྟེན་གྱི་ཆ་རྣམ་པར་དབྱེ་བ
Q3903	འཕགས་མ་གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་མ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q3904	འཕགས་པ་གཞན་གྱིས་མི་ཐུབ་པ་གདུགས་དཀར་མོ་ཅན་གྱི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
Q3905	འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་པ་ཕྱིར་བཟློག་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས
Q3906	བསྲུང་བའི་འཁོར་ལོ
Q3907	འཁྲུལ་འཁོར
Q3908	བཟློག་པའི་ཐབས
Q3909	བགེགས་བཟློག་ཅིང་གཟིར་བའི་ཐབས
Q3910	དམག་དཔུང་གཞོམ་པའི་ཐབས
Q3911	དངོས་གྲུབ་བསྒྲུབ་པའི་ཐབས
Q3912	འཇིགས་པ་ལས་སྐྱོབ་པའི་ཐབས
Q3913	སེར་བ་བསྲུང་བའི་ཐབས
Q3914	མཛེ་ནད་གསོ་བའི་ཐབས
Q3915	གཏོར་མའི་ཆོ་ག
Q3916	འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་མ་ཕྱིར་བཟློག་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས
Q3917	འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་ཆོ་ག་ཞེས་བྱ་བ
Q3918	རིམས་བསྲུང་བའི་ཆོ་ག
Q3919	ཕྱུགས་ནད་གོར་བསྲུང་བའི་ཆོ་ག
Q3920	ཞི་བའི་སྦྱིན་སྲེག
Q3921	མངོན་སྤྱོད་ཀྱི་ལས
Q3922	སྦྱིན་སྲེག
Q3923	དངོས་གྲུབ་སྒྲུབ་པའི་སྒོ་ནས་སྲིའུ་གསོ་བ
Q3924	བཟློག་པའི་ཟོར་བྱ་བའི་ཆོ་ག
Q3925	མཆོད་རྟེན་སྒྲུབ་པའི་ཆོ་གའི་རིམ་པ་ཞེས་བྱ་བ
Q3926	གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་སྦྱིན་སྲེག་གི་ཆོ་ག
Q3927	གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q3928	འཕགས་པ་གདུགས་དཀར་ཅན་ལ་བསྟོད་པ
Q3929	འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་གཞན་གྱི་མི་ཐུབ་པ་ཞེས་བྱ་བའི་ཉེ་བར་བཤད་པ
Q3930	གཞན་གྱིས་མི་ཐུབ་པ་གདུགས་དཀར་མོ་ཅན་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་སྒྲུབ་པའི་ཐབས
Q3931	འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་༼ཅན་ཞེ་བྱ་བ༽འི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས
Q3932	འཕགས་མ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནས་བྱུང་བའི་གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་མ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q3933	འཕགས་པ་གདུགས་དཀར་མོ་ཅན་གྱི་ཚ་ཚའི་ཆོ་ག་ཞེས་བྱ་བ
Q3934	རབ་ཏུ་གནས་པའི་ཆོ་ག་ཞེས་བྱ་བ
Q3935	འཕགས་མ་གདུགས་དཀར་མོ་ཅན་གཞན་གྱིས་མི་ཐུབ་པ་སྒྲུབ་པའི་ཐབས
Q3936	བཅོམ་ལྡན་འདས་མ་གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མ་ལ་བསྟོད་པ
Q3937	འཕགས་མ་གཙུག་ཏོར་གདུགས་དཀར་མོ་ལ་བསྟོད་པ
Q3938	འཕགས་མ་རིག་པ་ཆེན་མོ་སོ་སོར་འབྲང་མའི་འཁོར་ལོའི་སེམས་སྦྱང
Q3939	སོ་སོར་འབྲང་མའི་བསྲུང་བའི་འཁོར་ལོ་བདྲི་བའི་ཐབས
Q3940	སོ་སོར་འབྲང་མའི་སྒྲུབ་ཐབས
Q3941	འཕགས་མ་རྨ་བྱ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q3942	སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་མའི་སྒྲུབ་ཐབས
